Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,SeedNumx,SeedNumy,WRts,WReFG,WRoer,WRder,WRat,WRastratio,WRtoratio,WRovr,Wts,WeFG,Woer,Wder,Wat,Wastratio,Wtoratio,lRts,lReFG,lRoer,lRder,lRat,lRastratio,lRtoratio,lRovr,lts,leFG,loer,lder,lat,lastratio,ltoratio,WMx,WMy,wlevel,llevel,wfinal_last1,lfinal_last1,Wwinratio,lwinratio,Wpan,lpan
2012,137,1153,65,1400,59,N,0,6,11,C,C,B,A,B,C,A,B,0.508,0.48,106.238,95.332,1.225,11.846,9.67,B,C,B,B,C,C,B,B,0.542,0.487,109.759,100.701,0.983,11.605,11.804,4.600775194,6.085790885,0,1,RoundOf32,RoundOf32,0.705882353,0.606060606,34,33
2012,136,1393,72,1421,65,N,0,1,16,B,B,A,A,A,B,A,A,0.552,0.52,114.164,92.526,1.5,14.17,9.447,A,B,A,C,B,B,B,A,0.588,0.527,112.757,103.782,1.133,14.167,12.5,3.692789969,16,1,1,RoundOf32,RoundOf64,0.939393939,0.7,33,30
2012,136,1160,68,1424,64,N,0,11,6,B,B,B,B,C,C,B,B,0.539,0.493,102.797,97.616,0.905,11.564,12.771,B,B,B,A,B,A,B,A,0.566,0.532,109.206,95.267,1.28,15.298,11.95,10.25,7.188172043,0,0,RoundOf64,RoundOf64,0.65625,0.75,32,32
2012,138,1231,63,1433,61,N,0,4,12,A,A,A,B,B,B,B,A,0.601,0.547,116.715,99.28,1.052,13.041,12.393,C,C,B,A,B,C,B,B,0.519,0.476,105.398,92.106,1.075,11.641,10.83,5.660839161,11.52205882,1,0,RoundOf64,FinalFour,0.757575758,0.823529412,33,34
2012,138,1458,60,1435,57,N,0,4,5,B,B,B,A,A,C,A,A,0.538,0.497,108.95,89.493,1.301,12.175,9.361,A,A,B,B,C,B,B,A,0.577,0.54,110.593,98.747,0.975,12.419,12.732,5.898148148,5.489247312,1,0,SweetSixteen,RoundOf64,0.727272727,0.705882353,33,34
2012,137,1314,77,1436,58,N,0,1,16,B,B,A,A,A,B,A,A,0.539,0.5,113.666,92.742,1.482,14.183,9.567,B,B,B,B,B,B,B,B,0.544,0.494,106.569,95.714,1.074,13.018,12.123,2.402332362,15.27192982,1,0,EliteEight,RoundOf64,0.852941176,0.676470588,34,34
2012,137,1196,71,1438,45,N,0,7,10,A,A,A,B,A,B,A,A,0.58,0.547,117.07,101.241,1.375,13.823,10.053,B,B,B,A,B,B,B,A,0.552,0.509,104.371,88.027,1.079,13.003,12.05,4.733333333,6.589552239,1,1,EliteEight,RoundOf32,0.696969697,0.709677419,33,31
2012,136,1246,81,1443,66,N,0,1,16,A,B,A,A,B,B,A,A,0.576,0.534,117.255,90.689,1.166,12.477,10.703,C,C,C,B,C,C,C,C,0.499,0.448,96.113,100.111,0.736,10.453,14.204,3.479338843,11.98795181,0,0,FinalFour,RoundOf32,0.941176471,0.454545455,34,33
2012,136,1211,77,1452,54,N,0,7,10,A,B,A,A,B,B,B,A,0.581,0.534,112.077,94.779,1.029,13.342,12.966,C,C,B,B,B,B,B,B,0.526,0.487,108.634,99.979,1.133,13.101,11.558,7.419871795,6.702439024,1,0,RoundOf32,RoundOf32,0.806451613,0.59375,31,32
2012,136,1433,62,1455,59,N,0,12,5,C,C,B,A,B,C,B,B,0.519,0.476,105.398,92.106,1.075,11.641,10.83,A,A,A,A,B,B,B,A,0.584,0.542,114.664,93.495,1.203,13.375,11.121,11.52205882,6.655172414,0,0,FinalFour,SweetSixteen,0.823529412,0.838709677,34,31
2012,143,1393,64,1458,63,N,0,1,4,B,B,A,A,A,B,A,A,0.552,0.52,114.164,92.526,1.5,14.17,9.447,B,B,B,A,A,C,A,A,0.538,0.497,108.95,89.493,1.301,12.175,9.361,3.692789969,5.898148148,1,1,RoundOf32,SweetSixteen,0.939393939,0.727272727,33,33
2012,144,1124,75,1462,70,N,0,3,10,B,B,B,B,B,B,B,B,0.571,0.526,111.33,97.941,1.063,13.485,12.68,B,B,B,B,B,B,B,B,0.541,0.497,105.146,98.926,1.052,12.633,12.005,5.585365854,7.687306502,0,0,EliteEight,RoundOf64,0.787878788,0.636363636,33,33
2013,136,1433,88,1103,42,N,0,5,12,B,B,A,B,B,B,A,A,0.546,0.513,112.564,94.605,1.244,12.643,10.165,B,B,B,B,B,B,B,B,0.544,0.514,107.596,93.519,1.092,13.547,12.41,10.37575758,13.34939759,0,0,RoundOf32,RoundOf64,0.764705882,0.806451613,34,31
2013,137,1181,73,1107,61,N,0,2,15,A,A,A,B,A,B,A,A,0.585,0.544,115.124,96.279,1.37,13.591,9.918,B,B,B,B,C,C,C,B,0.548,0.498,103.45,96.384,0.835,11.595,13.884,2.004716981,14.67567568,0,0,RoundOf64,RoundOf64,0.84375,0.705882353,32,34
2013,143,1326,73,1112,70,N,0,2,6,B,B,A,A,B,B,A,A,0.545,0.508,109.106,92.148,1.257,12.878,10.244,B,B,A,B,B,B,B,A,0.565,0.519,110.403,95.196,1.057,12.928,12.228,3.022140221,5.11023622,1,1,FinalFour,EliteEight,0.787878788,0.78125,33,32
2013,136,1112,81,1125,64,N,0,6,11,B,B,A,B,B,B,B,A,0.565,0.519,110.403,95.196,1.057,12.928,12.228,A,A,A,B,B,B,B,A,0.601,0.568,112.847,95.73,1.165,14.369,12.338,5.11023622,13.70588235,1,0,EliteEight,RoundOf64,0.78125,0.8,32,30
2013,135,1247,80,1129,71,N,0,13,13,B,B,B,B,B,B,A,A,0.554,0.515,108.168,98.42,1.228,13.214,10.761,B,B,B,C,C,C,B,B,0.559,0.516,107.566,101.131,1.008,11.869,11.77,11.48076923,13.61842105,0,0,RoundOf64,RoundOf64,0.7,0.655172414,30,29
2013,136,1139,68,1137,56,N,0,6,11,B,B,B,B,C,C,B,B,0.549,0.51,106.951,98.799,0.97,12.504,12.887,B,B,A,B,A,B,A,A,0.547,0.499,108.777,93.076,1.424,13.565,9.527,8.506437768,12.26168224,1,1,ChampionshipGame,RoundOf64,0.757575758,0.84375,33,32
2013,138,1266,74,1139,72,N,0,3,6,B,B,B,B,B,B,B,B,0.555,0.507,107.457,98.197,1.055,13.851,13.135,B,B,B,B,C,C,B,B,0.549,0.51,106.951,98.799,0.97,12.504,12.887,6,8.506437768,1,1,SweetSixteen,ChampionshipGame,0.741935484,0.757575758,31,33
2013,138,1393,66,1143,60,N,0,4,12,C,B,A,A,B,B,B,A,0.529,0.492,108.885,92.146,1.152,13.075,11.354,C,C,B,B,B,B,B,B,0.523,0.482,102.097,97.882,1.121,12.979,11.579,3.718390805,8.478632479,1,0,EliteEight,FirstFour,0.742857143,0.64516129,35,31
2013,137,1166,67,1153,63,N,0,7,10,A,A,A,B,A,A,B,A,0.625,0.591,117.437,97.314,1.4,16.339,11.667,C,C,B,A,C,C,B,B,0.499,0.462,102.266,90.58,0.953,11.318,11.88,9.212121212,5.146341463,0,0,RoundOf32,SweetSixteen,0.794117647,0.666666667,34,33
2013,137,1228,57,1160,49,N,0,7,10,C,C,B,B,C,D,A,C,0.521,0.48,104.731,100.824,0.884,9.662,10.931,B,C,B,B,D,D,B,C,0.531,0.486,103.544,96.145,0.757,9.888,13.061,5.571428571,10.16853933,0,0,RoundOf32,RoundOf32,0.636363636,0.65625,33,32
2013,138,1257,82,1161,56,N,0,1,8,B,B,A,A,B,B,B,A,0.541,0.495,109.739,86.326,1.183,13.479,11.391,B,C,A,B,B,C,A,B,0.539,0.489,114.216,99.577,1.199,12.273,10.238,4.997167139,10.52873563,0,1,FinalFour,RoundOf64,0.852941176,0.741935484,34,31
2013,139,1181,66,1166,50,N,0,2,7,A,A,A,B,A,B,A,A,0.585,0.544,115.124,96.279,1.37,13.591,9.918,A,A,A,B,A,A,B,A,0.625,0.591,117.437,97.314,1.4,16.339,11.667,2.004716981,9.212121212,0,0,RoundOf64,RoundOf32,0.84375,0.794117647,32,34
2013,136,1266,59,1172,58,N,0,3,14,B,B,B,B,B,B,B,B,0.555,0.507,107.457,98.197,1.055,13.851,13.135,A,B,A,B,B,B,A,A,0.588,0.533,113.902,96.711,1.25,13.574,10.859,6,13.13125,1,0,SweetSixteen,RoundOf64,0.741935484,0.78125,31,32
2013,146,1257,85,1181,63,N,0,1,2,B,B,A,A,B,B,B,A,0.541,0.495,109.739,86.326,1.183,13.479,11.391,A,A,A,B,A,B,A,A,0.585,0.544,115.124,96.279,1.37,13.591,9.918,4.997167139,2.004716981,0,0,FinalFour,RoundOf64,0.852941176,0.84375,34,32
2013,144,1196,62,1195,50,N,0,3,15,A,A,A,A,A,B,A,A,0.582,0.558,115.398,86.422,1.332,14.188,10.648,B,B,B,B,C,C,B,B,0.546,0.514,104.564,96.931,0.936,12.34,13.183,4.573248408,15,1,1,EliteEight,etc,0.787878788,0.6875,33,32
2013,146,1276,79,1196,59,N,0,4,3,B,A,A,B,A,B,A,A,0.574,0.544,117.223,98.188,1.532,13.296,8.678,A,A,A,A,A,B,A,A,0.582,0.558,115.398,86.422,1.332,14.188,10.648,5.582474227,4.573248408,0,1,RoundOf64,EliteEight,0.78125,0.787878788,32,33
2013,137,1195,78,1207,68,N,0,15,2,B,B,B,B,C,C,B,B,0.546,0.514,104.564,96.931,0.936,12.34,13.183,B,B,B,A,B,A,B,A,0.551,0.514,104.013,88.947,1.168,14.793,12.666,15,4.607913669,1,0,etc,RoundOf32,0.6875,0.806451613,32,31
2013,138,1455,76,1211,70,N,0,9,1,B,B,B,B,B,B,B,B,0.54,0.502,108.68,94.443,1.078,12.951,12.012,A,A,A,A,A,B,A,A,0.594,0.555,119.383,92.341,1.331,14.152,10.637,7.436781609,6.873900293,0,1,RoundOf64,RoundOf32,0.764705882,0.9375,34,32
2013,138,1112,74,1217,51,N,0,6,14,B,B,A,B,B,B,B,A,0.565,0.519,110.403,95.196,1.057,12.928,12.228,A,A,B,B,C,B,C,B,0.6,0.55,107.722,100.178,0.957,13.839,14.466,5.11023622,13.01754386,1,1,EliteEight,RoundOf64,0.78125,0.666666667,32,27
2013,139,1274,63,1228,59,N,0,2,7,B,B,A,B,B,C,A,A,0.556,0.523,109.592,94.612,1.033,11.201,10.84,C,C,B,B,C,D,A,C,0.521,0.48,104.731,100.824,0.884,9.662,10.931,5.137931034,5.571428571,1,0,RoundOf32,RoundOf32,0.818181818,0.636363636,33,33
2013,143,1393,61,1231,50,N,0,4,1,C,B,A,A,B,B,B,A,0.529,0.492,108.885,92.146,1.152,13.075,11.354,A,A,A,A,B,B,B,A,0.602,0.552,119.394,92.436,1.119,13.576,12.134,3.718390805,5.231746032,1,1,EliteEight,SweetSixteen,0.742857143,0.818181818,35,33
2013,137,1326,95,1233,70,N,0,2,15,B,B,A,A,B,B,A,A,0.545,0.508,109.106,92.148,1.257,12.878,10.244,B,B,A,C,B,B,A,A,0.57,0.525,113.034,106.121,1.269,13.243,10.439,3.022140221,13.82677165,1,0,FinalFour,FirstFour,0.787878788,0.606060606,33,33
2013,139,1326,78,1235,75,N,0,2,10,B,B,A,A,B,B,A,A,0.545,0.508,109.106,92.148,1.257,12.878,10.244,B,B,A,B,B,B,B,A,0.574,0.536,113.089,100.487,1.203,13.706,11.391,3.022140221,7.164772727,1,0,FinalFour,RoundOf32,0.787878788,0.666666667,33,33
2013,137,1231,83,1241,62,N,0,1,16,A,A,A,A,B,B,B,A,0.602,0.552,119.394,92.436,1.119,13.576,12.134,C,C,B,B,B,C,B,B,0.52,0.474,102.114,99.969,1.05,11.721,11.163,5.231746032,15.48717949,1,0,SweetSixteen,RoundOf64,0.818181818,0.588235294,33,34
2013,144,1276,87,1242,85,N,1,4,1,B,A,A,B,A,B,A,A,0.574,0.544,117.223,98.188,1.532,13.296,8.678,A,B,A,A,B,B,B,A,0.579,0.534,111.091,90.486,1.144,14.329,12.524,5.582474227,2.413953488,0,0,RoundOf64,ChampionshipGame,0.78125,0.852941176,32,34
2013,137,1247,63,1243,61,N,0,13,4,B,B,B,B,B,B,A,A,0.554,0.515,108.168,98.42,1.228,13.214,10.761,C,B,B,B,A,B,A,A,0.528,0.492,108.496,97.774,1.379,14.57,10.569,11.48076923,6.38150289,0,1,RoundOf64,RoundOf32,0.7,0.787878788,30,33
2013,143,1455,72,1247,58,N,0,9,13,B,B,B,B,B,B,B,B,0.54,0.502,108.68,94.443,1.078,12.951,12.012,B,B,B,B,B,B,A,A,0.554,0.515,108.168,98.42,1.228,13.214,10.761,7.436781609,11.48076923,0,0,RoundOf64,RoundOf64,0.764705882,0.7,34,30
2013,134,1299,73,1251,72,N,0,16,16,C,C,C,B,D,C,C,C,0.499,0.452,93.1,92.785,0.725,10.833,14.951,B,C,B,C,C,C,B,C,0.535,0.484,101.738,107.57,0.873,11.345,12.991,15.81666667,16,0,0,RoundOf64,RoundOf64,0.529411765,0.375,34,32
2013,135,1241,68,1254,55,N,0,16,16,C,C,B,B,B,C,B,B,0.52,0.474,102.114,99.969,1.05,11.721,11.163,A,A,A,C,B,B,B,A,0.589,0.549,113.404,109.115,1.061,13.84,13.044,15.48717949,15.31958763,0,1,RoundOf64,RoundOf64,0.588235294,0.606060606,34,33
2013,145,1393,55,1266,39,N,0,4,3,C,B,A,A,B,B,B,A,0.529,0.492,108.885,92.146,1.152,13.075,11.354,B,B,B,B,B,B,B,B,0.555,0.507,107.457,98.197,1.055,13.851,13.135,3.718390805,6,1,1,EliteEight,SweetSixteen,0.742857143,0.741935484,35,31
2013,138,1277,70,1272,48,N,0,3,6,B,B,B,B,C,B,B,B,0.549,0.507,106.549,93.383,0.995,12.777,12.838,B,B,A,B,B,A,B,A,0.564,0.532,109.052,93.499,1.177,14.994,12.739,4.858611825,5.464684015,0,0,SweetSixteen,RoundOf64,0.75,0.882352941,32,34
2013,143,1266,71,1274,61,N,0,3,2,B,B,B,B,B,B,B,B,0.555,0.507,107.457,98.197,1.055,13.851,13.135,B,B,A,B,B,C,A,A,0.556,0.523,109.592,94.612,1.033,11.201,10.84,6,5.137931034,1,1,SweetSixteen,RoundOf32,0.741935484,0.818181818,31,33
2013,154,1257,82,1276,76,N,0,1,4,B,B,A,A,B,B,B,A,0.541,0.495,109.739,86.326,1.183,13.479,11.391,B,A,A,B,A,B,A,A,0.574,0.544,117.223,98.188,1.532,13.296,8.678,4.997167139,5.582474227,0,0,FinalFour,RoundOf64,0.852941176,0.78125,34,32
2013,144,1181,71,1277,61,N,0,2,3,A,A,A,B,A,B,A,A,0.585,0.544,115.124,96.279,1.37,13.591,9.918,B,B,B,B,C,B,B,B,0.549,0.507,106.549,93.383,0.995,12.777,12.838,2.004716981,4.858611825,0,0,RoundOf64,SweetSixteen,0.84375,0.75,32,32
2013,139,1196,78,1278,64,N,0,3,11,A,A,A,A,A,B,A,A,0.582,0.558,115.398,86.422,1.332,14.188,10.648,B,C,A,B,B,B,B,B,0.535,0.491,108.949,98.102,1.07,13.904,12.993,4.573248408,8.571428571,1,0,EliteEight,RoundOf64,0.787878788,0.625,33,32
2013,139,1247,76,1279,74,N,0,13,12,B,B,B,B,B,B,A,A,0.554,0.515,108.168,98.42,1.228,13.214,10.761,B,B,A,B,B,C,A,A,0.535,0.493,109.614,95.064,1.109,11.11,10.02,11.48076923,8.075471698,0,0,RoundOf64,RoundOf64,0.7,0.764705882,30,34
2013,136,1161,84,1281,72,N,0,8,9,B,C,A,B,B,C,A,B,0.539,0.489,114.216,99.577,1.199,12.273,10.238,B,B,A,B,B,C,B,B,0.557,0.513,112.057,97.17,1.053,12.377,11.758,10.52873563,7.248201439,1,1,RoundOf64,RoundOf64,0.741935484,0.696969697,31,33
2013,136,1393,81,1285,34,N,0,4,13,C,B,A,A,B,B,B,A,0.529,0.492,108.885,92.146,1.152,13.075,11.354,A,B,A,C,C,B,B,B,0.591,0.54,109.118,102.286,1.02,12.866,12.619,3.718390805,13.99418605,1,1,EliteEight,RoundOf64,0.742857143,0.793103448,35,29
2013,134,1388,67,1292,54,N,0,11,11,A,A,A,B,B,B,B,A,0.583,0.543,116.576,99.147,1.215,13.68,11.262,B,B,B,A,C,B,B,B,0.556,0.513,108.425,88.379,1.026,13.383,13.039,9.910958904,11.44736842,0,0,RoundOf64,RoundOf32,0.8125,0.848484848,32,33
2013,136,1257,79,1299,48,N,0,1,16,B,B,A,A,B,B,B,A,0.541,0.495,109.739,86.326,1.183,13.479,11.391,C,C,C,B,D,C,C,C,0.499,0.452,93.1,92.785,0.725,10.833,14.951,4.997167139,15.81666667,0,0,FinalFour,RoundOf64,0.852941176,0.529411765,34,34
2013,137,1396,76,1301,72,N,0,9,8,B,B,B,C,A,B,A,A,0.537,0.492,107.976,101.65,1.356,13.496,9.952,B,B,A,C,B,B,B,B,0.577,0.541,113.784,102.552,1.183,13.42,11.341,7.700325733,8.122905028,0,0,RoundOf64,SweetSixteen,0.71875,0.705882353,32,34
2013,136,1217,68,1307,62,N,0,14,3,A,A,B,B,C,B,C,B,0.6,0.55,107.722,100.178,0.957,13.839,14.466,B,C,B,B,B,B,B,B,0.543,0.487,104.933,93.059,1.271,14.528,11.43,13.01754386,6.054347826,1,0,RoundOf64,RoundOf32,0.666666667,0.852941176,27,34
2013,136,1387,64,1308,44,N,0,4,13,B,B,B,A,B,B,B,A,0.556,0.507,106.869,90.121,1.121,13.04,11.629,B,B,B,B,C,C,C,B,0.543,0.5,104.327,96.784,0.797,11.425,14.326,7.601851852,11.98136646,0,0,RoundOf32,RoundOf64,0.818181818,0.696969697,33,33
2013,139,1242,70,1314,58,N,0,1,8,A,B,A,A,B,B,B,A,0.579,0.534,111.091,90.486,1.144,14.329,12.524,C,B,B,B,A,B,A,A,0.525,0.496,107.13,96.996,1.388,13.926,10.036,2.413953488,2.838709677,0,1,ChampionshipGame,EliteEight,0.852941176,0.696969697,34,33
2013,137,1196,79,1322,47,N,0,3,14,A,A,A,A,A,B,A,A,0.582,0.558,115.398,86.422,1.332,14.188,10.648,B,B,B,B,B,C,B,B,0.537,0.493,106.998,99.945,1.045,12.487,11.949,4.573248408,14.5,1,1,EliteEight,RoundOf32,0.787878788,0.703703704,33,27
2013,137,1235,76,1323,58,N,0,10,7,B,B,A,B,B,B,B,A,0.574,0.536,113.089,100.487,1.203,13.706,11.391,B,B,A,B,A,A,A,A,0.558,0.523,111.661,99.671,1.537,15.8,10.278,7.164772727,5.952586207,0,0,RoundOf32,RoundOf64,0.666666667,0.735294118,33,34
2013,145,1455,70,1326,66,N,0,9,2,B,B,B,B,B,B,B,B,0.54,0.502,108.68,94.443,1.078,12.951,12.012,B,B,A,A,B,B,A,A,0.545,0.508,109.106,92.148,1.257,12.878,10.244,7.436781609,3.022140221,0,1,RoundOf64,FinalFour,0.764705882,0.787878788,34,33
2013,137,1361,70,1328,55,N,0,7,10,C,C,B,B,C,C,B,C,0.525,0.485,103.118,92.917,1.008,11.477,11.382,B,C,B,B,B,C,B,B,0.532,0.479,106.458,99.265,1.046,11.541,11.03,7.947019868,5.494736842,1,0,RoundOf64,EliteEight,0.666666667,0.64516129,30,31
2013,136,1332,68,1329,55,N,0,12,5,B,C,B,A,C,C,C,B,0.537,0.491,103.339,91.885,0.872,11.824,13.562,B,C,B,B,C,C,B,B,0.545,0.489,106.491,92.949,0.972,11.427,11.753,7.135714286,5.649056604,0,0,RoundOf64,RoundOf64,0.764705882,0.75,34,32
2013,144,1257,77,1332,69,N,0,1,12,B,B,A,A,B,B,B,A,0.541,0.495,109.739,86.326,1.183,13.479,11.391,B,C,B,A,C,C,C,B,0.537,0.491,103.339,91.885,0.872,11.824,13.562,4.997167139,7.135714286,0,0,FinalFour,RoundOf64,0.852941176,0.764705882,34,34
2013,137,1274,78,1334,49,N,0,2,15,B,B,A,B,B,C,A,A,0.556,0.523,109.592,94.612,1.033,11.201,10.84,B,B,B,C,B,B,B,B,0.55,0.508,106.722,103.429,1.279,14.268,11.159,5.137931034,12.36190476,1,0,RoundOf32,RoundOf64,0.818181818,0.625,33,32
2013,136,1455,73,1338,55,N,0,9,8,B,B,B,B,B,B,B,B,0.54,0.502,108.68,94.443,1.078,12.951,12.012,B,B,A,A,A,A,A,A,0.555,0.522,114.78,92.635,1.516,15.762,10.399,7.436781609,4.134275618,0,0,RoundOf64,RoundOf32,0.764705882,0.75,34,32
2013,136,1276,71,1355,56,N,0,4,13,B,A,A,B,A,B,A,A,0.574,0.544,117.223,98.188,1.532,13.296,8.678,A,B,A,C,A,B,A,A,0.579,0.535,113.284,103.166,1.318,13.474,10.223,5.582474227,13.49122807,0,0,RoundOf64,RoundOf64,0.78125,0.709677419,32,31
2013,139,1195,81,1361,71,N,0,15,7,B,B,B,B,C,C,B,B,0.546,0.514,104.564,96.931,0.936,12.34,13.183,C,C,B,B,C,C,B,C,0.525,0.485,103.118,92.917,1.008,11.477,11.382,15,7.947019868,1,1,etc,RoundOf64,0.6875,0.666666667,32,30
2013,136,1211,64,1380,58,N,0,1,16,A,A,A,A,A,B,A,A,0.594,0.555,119.383,92.341,1.331,14.152,10.637,B,C,B,A,C,C,B,B,0.535,0.491,103.322,90.129,0.978,10.986,11.233,6.873900293,15.46575342,1,1,RoundOf32,RoundOf64,0.9375,0.689655172,32,29
2013,138,1332,74,1387,57,N,0,12,4,B,C,B,A,C,C,C,B,0.537,0.491,103.339,91.885,0.872,11.824,13.562,B,B,B,A,B,B,B,A,0.556,0.507,106.869,90.121,1.121,13.04,11.629,7.135714286,7.601851852,0,0,RoundOf64,RoundOf32,0.764705882,0.818181818,34,33
2013,136,1272,54,1388,52,N,0,6,11,B,B,A,B,B,A,B,A,0.564,0.532,109.052,93.499,1.177,14.994,12.739,A,A,A,B,B,B,B,A,0.583,0.543,116.576,99.147,1.215,13.68,11.262,5.464684015,9.910958904,0,0,RoundOf64,RoundOf64,0.882352941,0.8125,34,32
2013,152,1276,61,1393,56,N,0,4,4,B,A,A,B,A,B,A,A,0.574,0.544,117.223,98.188,1.532,13.296,8.678,C,B,A,A,B,B,B,A,0.529,0.492,108.885,92.146,1.152,13.075,11.354,5.582474227,3.718390805,0,1,RoundOf64,EliteEight,0.78125,0.742857143,32,35
2013,139,1231,58,1396,52,N,0,1,9,A,A,A,A,B,B,B,A,0.602,0.552,119.394,92.436,1.119,13.576,12.134,B,B,B,C,A,B,A,A,0.537,0.492,107.976,101.65,1.356,13.496,9.952,5.231746032,7.700325733,1,0,SweetSixteen,RoundOf64,0.818181818,0.71875,33,32
2013,137,1278,83,1417,63,N,0,11,6,B,C,A,B,B,B,B,B,0.535,0.491,108.949,98.102,1.07,13.904,12.993,B,B,B,B,A,B,A,A,0.537,0.495,106.961,98.449,1.46,14.066,9.634,8.571428571,4.973134328,0,1,RoundOf64,RoundOf32,0.625,0.735294118,32,34
2013,136,1143,64,1424,61,N,0,12,5,C,C,B,B,B,B,B,B,0.523,0.482,102.097,97.882,1.121,12.979,11.579,B,B,B,B,B,B,B,B,0.536,0.493,103.635,92.909,1.138,14.246,12.519,8.478632479,6.893023256,0,0,FirstFour,RoundOf64,0.64516129,0.727272727,31,33
2013,138,1276,78,1433,53,N,0,4,5,B,A,A,B,A,B,A,A,0.574,0.544,117.223,98.188,1.532,13.296,8.678,B,B,A,B,B,B,A,A,0.546,0.513,112.564,94.605,1.244,12.643,10.165,5.582474227,10.37575758,0,0,RoundOf64,RoundOf32,0.78125,0.764705882,32,34
2013,136,1277,65,1434,54,N,0,3,14,B,B,B,B,C,B,B,B,0.549,0.507,106.549,93.383,0.995,12.777,12.838,A,A,A,B,C,B,C,A,0.605,0.561,110.721,96.748,0.963,13.873,14.405,4.858611825,14.06569343,0,1,SweetSixteen,RoundOf64,0.75,0.78125,32,32
2013,137,1314,78,1437,71,N,0,8,9,C,B,B,B,A,B,A,A,0.525,0.496,107.13,96.996,1.388,13.926,10.036,B,C,B,B,C,C,C,C,0.537,0.473,100.277,96.124,0.786,12.081,15.37,2.838709677,6.27238806,1,1,EliteEight,RoundOf64,0.696969697,0.59375,33,32
2013,137,1242,64,1443,57,N,0,1,16,A,B,A,A,B,B,B,A,0.579,0.534,111.091,90.486,1.144,14.329,12.524,B,C,B,B,D,C,C,C,0.531,0.491,101.214,99.458,0.748,10.818,14.462,2.413953488,12.58461538,0,0,ChampionshipGame,RoundOf64,0.852941176,0.558823529,34,34
2013,152,1257,72,1455,68,N,0,1,9,B,B,A,A,B,B,B,A,0.541,0.495,109.739,86.326,1.183,13.479,11.391,B,B,B,B,B,B,B,B,0.54,0.502,108.68,94.443,1.078,12.951,12.012,4.997167139,7.436781609,0,0,FinalFour,RoundOf64,0.852941176,0.764705882,34,34
2013,137,1279,57,1458,46,N,0,12,5,B,B,A,B,B,C,A,A,0.535,0.493,109.614,95.064,1.109,11.11,10.02,C,B,B,A,A,B,A,A,0.518,0.492,106.585,90.165,1.375,12.919,9.398,8.075471698,5.824362606,0,1,RoundOf64,SweetSixteen,0.764705882,0.676470588,34,34
2014,136,1196,67,1107,55,N,0,1,16,B,B,B,A,B,B,B,B,0.563,0.527,113.213,92.194,1.179,13.266,11.25,C,C,C,B,C,C,C,C,0.544,0.487,104.926,100.785,0.876,11.374,12.98,4.261627907,15.05769231,1,0,EliteEight,RoundOf64,0.941176471,0.5625,34,32
2014,136,1458,75,1110,35,N,0,2,15,B,B,A,B,A,B,A,A,0.582,0.531,117.827,101.072,1.504,12.583,8.368,A,A,C,A,C,A,D,B,0.595,0.563,105.584,97.291,1.083,15.732,14.529,5.524804178,14.6835443,1,0,RoundOf64,RoundOf64,0.787878788,0.625,33,32
2014,145,1458,64,1112,63,N,1,2,1,B,B,A,B,A,B,A,A,0.582,0.531,117.827,101.072,1.504,12.583,8.368,B,B,B,A,B,B,A,A,0.551,0.516,113.926,89.746,1.445,14.211,9.834,5.524804178,4.810218978,1,1,RoundOf64,SweetSixteen,0.787878788,0.882352941,33,34
2014,136,1400,87,1113,85,N,0,7,10,C,C,B,B,C,C,B,C,0.519,0.474,107.894,101.509,1.032,11.462,11.108,B,B,B,B,B,B,B,B,0.564,0.523,107.922,99.136,1.237,13.325,10.771,6.153846154,8.163043478,1,1,RoundOf64,RoundOf32,0.696969697,0.65625,33,32
2014,143,1458,69,1124,52,N,0,2,6,B,B,A,B,A,B,A,A,0.582,0.531,117.827,101.072,1.504,12.583,8.368,B,B,A,C,B,B,B,B,0.555,0.514,115.089,106.718,1.231,13.612,11.054,5.524804178,5.696428571,1,0,RoundOf64,EliteEight,0.787878788,0.666666667,33,33
2014,136,1332,87,1140,68,N,0,7,10,B,B,A,B,B,B,B,B,0.588,0.534,116.103,105.101,1.239,13.075,10.556,B,B,B,B,B,B,A,B,0.557,0.51,114.124,104.671,1.361,13.348,9.804,7.111764706,9.135888502,0,0,SweetSixteen,RoundOf64,0.71875,0.666666667,32,33
2014,137,1455,64,1142,37,N,0,1,16,B,B,A,A,B,B,B,A,0.573,0.52,117.239,93.6,1.278,13.139,10.279,D,D,C,C,B,C,A,C,0.503,0.463,103.533,107.748,1.268,11.616,9.163,5.786324786,16,0,0,FinalFour,etc,NULL,0.366666667,33,30
2014,136,1217,61,1153,57,N,0,12,5,B,B,B,A,B,B,B,B,0.575,0.523,112.985,94.653,1.254,14.198,11.324,C,C,B,A,B,B,B,B,0.527,0.479,109.223,92.504,1.148,12.245,10.671,12.66666667,5.132492114,1,0,RoundOf32,RoundOf64,0.862068966,0.818181818,29,33
2014,137,1438,70,1157,59,N,0,1,16,C,C,B,A,B,B,B,B,0.545,0.506,110.337,91.634,1.282,13.536,10.555,C,C,C,B,D,D,C,C,0.524,0.479,102.679,101.17,0.704,9.302,13.204,5.567073171,15.84782609,1,0,RoundOf64,RoundOf64,0.823529412,0.6,34,30
